id,path,canonical,transcript,Canonical_time,Error
2488,train/dr7/fcjs0/si1607,hh iy t r ae v l d ao l ow v er dh ah w er l d,hh iy t r ae v l dh aa l ow v ih dh ah w er l d,"[{(5, 8): 'hh'}, {(8, 11): 'iy'}, {(11, 14): 't'}, {(14, 18): 'r'}, {(18, 23): 'ae'}, {(23, 27): 'v'}, {(27, 30): 'l'}, {(30, 34): 'd'}, {(34, 40): 'ao'}, {(40, 45): 'l'}, {(45, 46): 'ow'}, {(46, 49): 'v'}, {(49, 53): 'er'}, {(53, 55): 'dh'}, {(55, 57): 'ah'}, {(57, 62): 'w'}, {(62, 68): 'er'}, {(68, 74): 'l'}, {(74, 80): 'd'}]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
2489,train/dr7/fcjs0/si2237,b ey s b ao l z n ow s ih n ch,b ey s b ao l z n ow s ih n ch,"[{(5, 10): 'b'}, {(10, 14): 'ey'}, {(14, 17): 's'}, {(17, 21): 'b'}, {(21, 26): 'ao'}, {(26, 29): 'l'}, {(29, 34): 'z'}, {(34, 40): 'n'}, {(40, 43): 'ow'}, {(43, 50): 's'}, {(50, 57): 'ih'}, {(57, 65): 'n'}, {(65, 71): 'ch'}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2490,train/dr3/fcke0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r s uw ih n g r iy s iy w ao sh w ao dh er ao l y ih er,"[{(5, 10): 'sh'}, {(10, 16): 'iy'}, {(16, 20): 'hh'}, {(20, 26): 'ae'}, {(26, 32): 'd'}, {(28, 30): 'y'}, {(30, 33): 'uh'}, {(33, 34): 'r'}, {(34, 37): 'd'}, {(37, 41): 'aa'}, {(41, 45): 'r'}, {(45, 48): 'k'}, {(48, 56): 's'}, {(56, 65): 'uw'}, {(65, 72): 't'}, {(72, 75): 'ih'}, {(75, 80): 'n'}, {(80, 82): 'g'}, {(82, 86): 'r'}, {(86, 91): 'iy'}, {(91, 94): 's'}, {(94, 98): 'iy'}, {(98, 105): 'w'}, {(105, 111): 'ao'}, {(111, 117): 'sh'}, {(120, 124): 'w'}, {(124, 130): 'ao'}, {(130, 135): 't'}, {(135, 138): 'er'}, {(146, 151): 'ao'}, {(151, 156): 'l'}, {(156, 162): 'y'}, {(162, 168): 'ih'}, {(168, 174): 'r'}]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
2491,train/dr3/fcke0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d uh n ae s m iy dh ih k eh r iy ih n oy l iy r ae l ay k dh ae,"[{(5, 8): 'd'}, {(8, 8): 'ow'}, {(8, 10): 'n'}, {(10, 13): 't'}, {(13, 17): 'ae'}, {(17, 20): 's'}, {(20, 26): 'k'}, {(26, 28): 'm'}, {(28, 29): 'iy'}, {(29, 32): 't'}, {(32, 34): 'uw'}, {(34, 39): 'k'}, {(39, 45): 'ae'}, {(45, 49): 'r'}, {(49, 55): 'iy'}, {(55, 56): 'ae'}, {(56, 59): 'n'}, {(59, 65): 'oy'}, {(65, 70): 'l'}, {(70, 75): 'iy'}, {(75, 81): 'r'}, {(81, 86): 'ae'}, {(86, 92): 'g'}, {(92, 94): 'l'}, {(94, 97): 'ay'}, {(97, 100): 'k'}, {(100, 107): 'dh'}, {(107, 112): 'ae'}, {(112, 117): 't'}]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
2492,train/dr3/fcke0/sx31,ah g uh d ae t ih t uw d ih z ah n b iy t ah b l,ey g uh dh ae dh ih t uw dh ih z ah n b iy dh ih b l,"[{(5, 10): 'ah'}, {(10, 11): 'g'}, {(11, 14): 'uh'}, {(14, 17): 'd'}, {(17, 20): 'ae'}, {(20, 23): 't'}, {(23, 27): 'ih'}, {(27, 30): 't'}, {(30, 34): 'uw'}, {(34, 37): 'd'}, {(37, 40): 'ih'}, {(40, 42): 'z'}, {(42, 46): 'ah'}, {(46, 49): 'n'}, {(49, 53): 'b'}, {(53, 56): 'iy'}, {(56, 59): 't'}, {(59, 64): 'ah'}, {(64, 67): 'b'}, {(67, 70): 'l'}]","[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]"
2493,train/dr3/fcke0/sx211,ow n l iy dh ah b eh s t p l ey er z eh n jh oy p aa p y uh l ae r ah t iy,ow n l ih dh ih b eh s p l ey er z ih n jh oy p aa p y ih l eh er t iy,"[{(7, 10): 'ow'}, {(10, 13): 'n'}, {(13, 16): 'l'}, {(16, 18): 'iy'}, {(18, 20): 'dh'}, {(20, 23): 'ah'}, {(23, 28): 'b'}, {(28, 32): 'eh'}, {(32, 35): 's'}, {(35, 40): 't'}, {(40, 43): 'p'}, {(43, 48): 'l'}, {(48, 54): 'ey'}, {(54, 57): 'er'}, {(57, 62): 'z'}, {(62, 68): 'eh'}, {(68, 72): 'n'}, {(72, 78): 'jh'}, {(78, 82): 'oy'}, {(82, 85): 'p'}, {(85, 90): 'aa'}, {(90, 93): 'p'}, {(93, 97): 'y'}, {(97, 100): 'uh'}, {(100, 105): 'l'}, {(105, 109): 'ae'}, {(109, 112): 'r'}, {(112, 115): 'ah'}, {(115, 119): 't'}, {(119, 123): 'iy'}]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1]"
2494,train/dr3/fcke0/sx391,dh ey ao l l ay k l ao ng hh aa t sh aw er z,dh ey ao l ay k l ao ng hh aa t sh aw er z,"[{(5, 8): 'dh'}, {(8, 13): 'ey'}, {(13, 17): 'ao'}, {(17, 21): 'l'}, {(20, 23): 'l'}, {(23, 28): 'ay'}, {(28, 33): 'k'}, {(33, 37): 'l'}, {(37, 41): 'ao'}, {(41, 46): 'ng'}, {(46, 49): 'hh'}, {(49, 54): 'aa'}, {(54, 56): 't'}, {(56, 65): 'sh'}, {(65, 72): 'aw'}, {(72, 81): 'er'}, {(81, 88): 'z'}]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2495,train/dr3/fcke0/sx121,t r eh s p ae s ih ng ih z f ao r b ih d n ae n d s ah b jh ih k t t uw p eh n l t iy,t r eh s p ae s ih ng ih z f er b ih dh n ih n s ah jh ih t ih p eh n l t iy,"[{(7, 10): 't'}, {(10, 13): 'r'}, {(13, 16): 'eh'}, {(16, 18): 's'}, {(18, 21): 'p'}, {(21, 26): 'ae'}, {(26, 28): 's'}, {(28, 32): 'ih'}, {(32, 34): 'ng'}, {(34, 39): 'ih'}, {(39, 41): 'z'}, {(41, 46): 'f'}, {(46, 48): 'ao'}, {(48, 52): 'r'}, {(52, 56): 'b'}, {(56, 58): 'ih'}, {(58, 62): 'd'}, {(62, 66): 'n'}, {(66, 68): 'ae'}, {(68, 70): 'n'}, {(70, 72): 'd'}, {(72, 77): 's'}, {(77, 80): 'ah'}, {(80, 82): 'b'}, {(82, 85): 'jh'}, {(85, 88): 'ih'}, {(88, 92): 'k'}, {(92, 95): 't'}, {(93, 94): 't'}, {(94, 96): 'uw'}, {(96, 100): 'p'}, {(100, 105): 'eh'}, {(105, 109): 'n'}, {(109, 112): 'l'}, {(112, 115): 't'}, {(115, 119): 'iy'}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]"
2496,train/dr3/fcke0/sx301,w iy l ay k b l uw ch iy z b ah t v ih k t er p r ih f er z s w ih s ch iy z,w iy l ay b l uw ch iy z ih v ih t er p er f er s w ih s ch iy z,"[{(7, 8): 'w'}, {(8, 10): 'iy'}, {(10, 14): 'l'}, {(14, 20): 'ay'}, {(20, 26): 'k'}, {(26, 28): 'b'}, {(28, 29): 'l'}, {(29, 33): 'uw'}, {(33, 39): 'ch'}, {(39, 45): 'iy'}, {(45, 52): 'z'}, {(52, 54): 'b'}, {(54, 56): 'ah'}, {(56, 58): 't'}, {(58, 60): 'v'}, {(60, 64): 'ih'}, {(64, 66): 'k'}, {(66, 68): 't'}, {(68, 70): 'er'}, {(70, 74): 'p'}, {(74, 80): 'r'}, {(80, 83): 'ih'}, {(83, 87): 'f'}, {(87, 92): 'er'}, {(92, 95): 'z'}, {(95, 97): 's'}, {(97, 99): 'w'}, {(99, 103): 'ih'}, {(103, 105): 's'}, {(105, 112): 'ch'}, {(112, 119): 'iy'}, {(119, 126): 'z'}]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
2497,train/dr3/fcke0/si481,dh ih s hh iy ae d ih d b r ao t ah b aw t p eh t iy jh eh l ah s iy z ae n d p eh t iy p er s ih n l g r iy v ah n s ih z,dh ih s hh iy ae dh ih b r ao dh ah b aw p eh dh iy jh eh l ah s iy z ih n p eh dh iy p er s n ah l g r iy v ih n s ih z,"[{(5, 11): 'dh'}, {(11, 17): 'ih'}, {(17, 23): 's'}, {(26, 33): 'hh'}, {(33, 39): 'iy'}, {(39, 45): 'ae'}, {(45, 52): 'd'}, {(52, 57): 'ih'}, {(57, 64): 'd'}, {(64, 66): 'b'}, {(66, 68): 'r'}, {(68, 70): 'ao'}, {(70, 72): 't'}, {(72, 78): 'ah'}, {(78, 82): 'b'}, {(82, 87): 'aw'}, {(87, 92): 't'}, {(92, 94): 'p'}, {(94, 97): 'eh'}, {(97, 100): 't'}, {(100, 103): 'iy'}, {(103, 109): 'jh'}, {(109, 114): 'eh'}, {(114, 119): 'l'}, {(119, 125): 'ah'}, {(125, 132): 's'}, {(132, 137): 'iy'}, {(137, 142): 'z'}, {(142, 145): 'ae'}, {(145, 148): 'n'}, {(148, 151): 'd'}, {(151, 155): 'p'}, {(155, 159): 'eh'}, {(159, 162): 't'}, {(162, 165): 'iy'}, {(165, 169): 'p'}, {(169, 173): 'er'}, {(173, 177): 's'}, {(177, 183): 'ih'}, {(183, 187): 'n'}, {(187, 190): 'l'}, {(190, 194): 'g'}, {(194, 198): 'r'}, {(198, 203): 'iy'}, {(203, 208): 'v'}, {(208, 212): 'ah'}, {(212, 216): 'n'}, {(216, 220): 's'}, {(220, 224): 'ih'}, {(224, 228): 'z'}]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
2498,train/dr3/fcke0/si1111,hh aw d uw w iy d ih f ay n ih t,hh ah dh uw w iy d ih f ay n ih,"[{(5, 8): 'hh'}, {(8, 11): 'aw'}, {(11, 14): 'd'}, {(14, 17): 'uw'}, {(17, 20): 'w'}, {(20, 24): 'iy'}, {(24, 28): 'd'}, {(28, 33): 'ih'}, {(33, 36): 'f'}, {(36, 40): 'ay'}, {(40, 46): 'n'}, {(46, 47): 'ih'}, {(47, 50): 't'}]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
2499,train/dr3/fcke0/si1741,sh iy ao l w ey z d ih d b ah f ao r ae n d sh ow d dh ah ah t m ow s t k aa n f ih d ih n s ih n hh w ah t eh v er w iy ah d v ay z d,sh uw ao w iy z d ih b iy f ao er ih n sh ow dh iy ah m ow s k aa n f ih dh ih n s ih n w ah dh eh v er w iy ih d v ay z d,"[{(5, 10): 'sh'}, {(10, 14): 'iy'}, {(14, 17): 'ao'}, {(17, 20): 'l'}, {(20, 23): 'w'}, {(23, 26): 'ey'}, {(26, 28): 'z'}, {(28, 32): 'd'}, {(32, 34): 'ih'}, {(34, 39): 'd'}, {(39, 43): 'b'}, {(43, 49): 'ah'}, {(49, 55): 'f'}, {(55, 59): 'ao'}, {(59, 66): 'r'}, {(91, 92): 'ae'}, {(92, 93): 'n'}, {(93, 93): 'd'}, {(93, 97): 'sh'}, {(97, 101): 'ow'}, {(101, 106): 'd'}, {(106, 108): 'dh'}, {(108, 111): 'ah'}, {(111, 112): 'ah'}, {(112, 115): 't'}, {(115, 118): 'm'}, {(118, 120): 'ow'}, {(120, 123): 's'}, {(123, 126): 't'}, {(126, 130): 'k'}, {(130, 133): 'aa'}, {(133, 136): 'n'}, {(136, 138): 'f'}, {(138, 141): 'ih'}, {(141, 144): 'd'}, {(144, 147): 'ih'}, {(147, 150): 'n'}, {(150, 154): 's'}, {(154, 156): 'ih'}, {(156, 157): 'n'}, {(157, 160): 'hh'}, {(160, 162): 'w'}, {(162, 164): 'ah'}, {(164, 167): 't'}, {(167, 169): 'eh'}, {(169, 172): 'v'}, {(172, 175): 'er'}, {(175, 180): 'w'}, {(180, 185): 'iy'}, {(185, 189): 'ah'}, {(189, 195): 'd'}, {(195, 200): 'v'}, {(200, 206): 'ay'}, {(206, 210): 'z'}, {(210, 216): 'd'}]","[1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
2500,train/dr7/mclk0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh ih hh ae d y er d aa r k s uw ih ng g r ih s ih w aa sh w ao dh er ao l y er,"[{(7, 10): 'sh'}, {(10, 14): 'iy'}, {(14, 17): 'hh'}, {(17, 21): 'ae'}, {(21, 26): 'd'}, {(26, 28): 'y'}, {(28, 29): 'uh'}, {(29, 32): 'r'}, {(32, 35): 'd'}, {(35, 40): 'aa'}, {(40, 42): 'r'}, {(42, 46): 'k'}, {(46, 55): 's'}, {(55, 62): 'uw'}, {(62, 70): 't'}, {(70, 73): 'ih'}, {(73, 77): 'n'}, {(77, 81): 'g'}, {(81, 84): 'r'}, {(84, 90): 'iy'}, {(90, 93): 's'}, {(93, 97): 'iy'}, {(97, 103): 'w'}, {(103, 108): 'ao'}, {(108, 112): 'sh'}, {(114, 117): 'w'}, {(117, 120): 'ao'}, {(120, 123): 't'}, {(123, 126): 'er'}, {(131, 136): 'ao'}, {(136, 140): 'l'}, {(140, 144): 'y'}, {(144, 148): 'ih'}, {(148, 154): 'r'}]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]"
2501,train/dr7/mclk0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ah n aa s m ih dh ih k eh r iy ah n oy l iy r ae g l ay dh ae,"[{(8, 10): 'd'}, {(10, 13): 'ow'}, {(13, 14): 'n'}, {(14, 17): 't'}, {(17, 20): 'ae'}, {(20, 24): 's'}, {(24, 28): 'k'}, {(28, 30): 'm'}, {(30, 33): 'iy'}, {(33, 35): 't'}, {(35, 37): 'uw'}, {(37, 41): 'k'}, {(41, 46): 'ae'}, {(46, 50): 'r'}, {(50, 55): 'iy'}, {(55, 57): 'ae'}, {(57, 59): 'n'}, {(59, 65): 'oy'}, {(65, 69): 'l'}, {(69, 74): 'iy'}, {(74, 80): 'r'}, {(80, 84): 'ae'}, {(84, 88): 'g'}, {(88, 93): 'l'}, {(93, 95): 'ay'}, {(95, 98): 'k'}, {(98, 103): 'dh'}, {(103, 108): 'ae'}, {(108, 112): 't'}]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
2502,train/dr7/mclk0/sx130,hh iy ey t f ao r eh k s t r ah eh g z f ao r b r eh k f ih s t,hh iy ih t f ao r eh k sh t r eh g z f er b r eh k f ah s t,"[{(5, 8): 'hh'}, {(8, 13): 'iy'}, {(13, 16): 'ey'}, {(16, 18): 't'}, {(18, 23): 'f'}, {(23, 28): 'ao'}, {(28, 34): 'r'}, {(34, 37): 'eh'}, {(37, 41): 'k'}, {(41, 46): 's'}, {(46, 49): 't'}, {(49, 54): 'r'}, {(54, 56): 'ah'}, {(56, 59): 'eh'}, {(59, 61): 'g'}, {(61, 64): 'z'}, {(64, 66): 'f'}, {(66, 68): 'ao'}, {(68, 70): 'r'}, {(70, 74): 'b'}, {(74, 78): 'r'}, {(78, 81): 'eh'}, {(81, 83): 'k'}, {(83, 87): 'f'}, {(87, 91): 'ih'}, {(91, 93): 's'}, {(93, 97): 't'}]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]"
2503,train/dr7/mclk0/sx310,dh ah hh uh d ah v dh ah jh iy p w ah z s t iy m ih ng ih n dh ah hh aa t s ah n,dh ih hh uh dh ah v dh ih jh iy p w ih s t iy m ih ng ih n ah hh aa s ah n,"[{(5, 7): 'dh'}, {(7, 8): 'ah'}, {(8, 10): 'hh'}, {(10, 14): 'uh'}, {(14, 17): 'd'}, {(17, 20): 'ah'}, {(20, 24): 'v'}, {(24, 27): 'dh'}, {(27, 28): 'ah'}, {(28, 34): 'jh'}, {(34, 40): 'iy'}, {(40, 46): 'p'}, {(46, 48): 'w'}, {(48, 53): 'ah'}, {(53, 56): 'z'}, {(56, 58): 's'}, {(58, 60): 't'}, {(60, 64): 'iy'}, {(64, 66): 'm'}, {(66, 68): 'ih'}, {(68, 70): 'ng'}, {(70, 73): 'ih'}, {(73, 77): 'n'}, {(77, 79): 'dh'}, {(79, 81): 'ah'}, {(81, 84): 'hh'}, {(84, 87): 'aa'}, {(87, 92): 't'}, {(92, 96): 's'}, {(96, 103): 'ah'}, {(103, 109): 'n'}]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]"
2504,train/dr7/mclk0/sx40,s t ih m y uw l ey t ih ng d ih s k ah sh ih n z k iy p s t uw d n t s ah t eh n sh ih n,s t ih m y ih l ey dh ih ng d ih s k ah sh ih n z k iy p s t uw n s ah t eh n t sh ah n,"[{(5, 8): 's'}, {(8, 11): 't'}, {(11, 14): 'ih'}, {(14, 17): 'm'}, {(17, 20): 'y'}, {(20, 23): 'uw'}, {(23, 27): 'l'}, {(27, 29): 'ey'}, {(29, 34): 't'}, {(34, 36): 'ih'}, {(36, 40): 'ng'}, {(40, 42): 'd'}, {(42, 46): 'ih'}, {(46, 49): 's'}, {(49, 54): 'k'}, {(54, 56): 'ah'}, {(56, 60): 'sh'}, {(60, 65): 'ih'}, {(65, 68): 'n'}, {(68, 71): 'z'}, {(71, 77): 'k'}, {(77, 81): 'iy'}, {(81, 85): 'p'}, {(85, 90): 's'}, {(90, 93): 't'}, {(93, 96): 'uw'}, {(96, 100): 'd'}, {(100, 104): 'n'}, {(104, 108): 't'}, {(108, 111): 's'}, {(111, 114): 'ah'}, {(114, 118): 't'}, {(118, 121): 'eh'}, {(121, 125): 'n'}, {(125, 129): 'sh'}, {(129, 133): 'ih'}, {(133, 137): 'n'}]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]"
2505,train/dr7/mclk0/sx220,dh ah m ow s t r iy s n t jh iy ah l aa jh ih k l s er v ey f aw n d s ay z m ih k ae k t ih v ah t iy,dh ih m ow s t r iy s eh n jh ih l aa jh ih k l s er v ey f aw n s ay z m ih k ae t ih v ih dh iy,"[{(5, 7): 'dh'}, {(7, 8): 'ah'}, {(8, 11): 'm'}, {(11, 14): 'ow'}, {(14, 18): 's'}, {(18, 21): 't'}, {(21, 26): 'r'}, {(26, 28): 'iy'}, {(28, 33): 's'}, {(33, 35): 'n'}, {(35, 39): 't'}, {(39, 42): 'jh'}, {(42, 46): 'iy'}, {(46, 49): 'ah'}, {(49, 53): 'l'}, {(53, 56): 'aa'}, {(56, 59): 'jh'}, {(59, 62): 'ih'}, {(62, 66): 'k'}, {(66, 69): 'l'}, {(69, 74): 's'}, {(74, 80): 'er'}, {(80, 84): 'v'}, {(84, 90): 'ey'}, {(90, 95): 'f'}, {(95, 101): 'aw'}, {(101, 108): 'n'}, {(108, 113): 'd'}, {(113, 117): 's'}, {(117, 121): 'ay'}, {(121, 125): 'z'}, {(125, 130): 'm'}, {(130, 134): 'ih'}, {(134, 137): 'k'}, {(137, 141): 'ae'}, {(141, 144): 'k'}, {(144, 147): 't'}, {(147, 151): 'ih'}, {(151, 155): 'v'}, {(155, 159): 'ah'}, {(159, 162): 't'}, {(162, 164): 'iy'}]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1]"
2506,train/dr7/mclk0/sx400,jh ah s t d r aa p n ow t ih s ih z ih n eh n iy s ah jh eh s ch n b aa k s,jh ih s d r aa n ow dh ih s ah z eh n ih n iy s ih jh ah sh ah n b aa k s,"[{(7, 8): 'jh'}, {(8, 11): 'ah'}, {(11, 14): 's'}, {(14, 16): 't'}, {(16, 20): 'd'}, {(20, 23): 'r'}, {(23, 28): 'aa'}, {(28, 32): 'p'}, {(32, 34): 'n'}, {(34, 39): 'ow'}, {(39, 41): 't'}, {(41, 45): 'ih'}, {(45, 48): 's'}, {(48, 52): 'ih'}, {(52, 56): 'z'}, {(56, 59): 'ih'}, {(59, 64): 'n'}, {(64, 68): 'eh'}, {(68, 72): 'n'}, {(72, 77): 'iy'}, {(77, 81): 's'}, {(81, 84): 'ah'}, {(84, 88): 'jh'}, {(88, 93): 'eh'}, {(93, 97): 's'}, {(97, 101): 'ch'}, {(101, 106): 'n'}, {(106, 111): 'b'}, {(111, 115): 'aa'}, {(115, 119): 'k'}, {(119, 124): 's'}]","[1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
2507,train/dr7/mclk0/si650,dh ah f ae t m ae n hh ae z t r ah b l b ay ih ng l ay f ih n sh uh r ah n s ao r hh ae z t uw p ey hh ay er p r iy m iy ah m z,dh ah f ae m ae n ah hh ae z t r ah b l b ay ih ng l ay f n t sh er n s ao r hh ae z t p ey hh ay er p r iy m iy ih m z,"[{(5, 8): 'dh'}, {(8, 8): 'ah'}, {(8, 13): 'f'}, {(13, 17): 'ae'}, {(17, 20): 't'}, {(20, 26): 'm'}, {(26, 30): 'ae'}, {(30, 35): 'n'}, {(35, 41): 'hh'}, {(41, 47): 'ae'}, {(47, 54): 'z'}, {(54, 57): 't'}, {(57, 60): 'r'}, {(60, 64): 'ah'}, {(64, 67): 'b'}, {(67, 69): 'l'}, {(69, 74): 'b'}, {(74, 80): 'ay'}, {(80, 83): 'ih'}, {(83, 88): 'ng'}, {(88, 93): 'l'}, {(93, 97): 'ay'}, {(97, 101): 'f'}, {(101, 105): 'ih'}, {(105, 109): 'n'}, {(109, 112): 'sh'}, {(112, 114): 'uh'}, {(114, 117): 'r'}, {(117, 120): 'ah'}, {(120, 123): 'n'}, {(123, 126): 's'}, {(126, 131): 'ao'}, {(131, 134): 'r'}, {(134, 139): 'hh'}, {(139, 145): 'ae'}, {(145, 150): 'z'}, {(150, 154): 't'}, {(154, 157): 'uw'}, {(157, 162): 'p'}, {(162, 168): 'ey'}, {(168, 172): 'hh'}, {(172, 176): 'ay'}, {(176, 182): 'er'}, {(182, 186): 'p'}, {(186, 188): 'r'}, {(188, 192): 'iy'}, {(192, 196): 'm'}, {(196, 200): 'iy'}, {(200, 204): 'ah'}, {(204, 208): 'm'}, {(208, 212): 'z'}]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
2508,train/dr7/mclk0/si1660,dh ah k aa r d ao r k r ae sh t sh ah t,dh ih k aa er d ao r k r ae sh ah,"[{(10, 13): 'dh'}, {(13, 14): 'ah'}, {(14, 20): 'k'}, {(20, 23): 'aa'}, {(23, 28): 'r'}, {(28, 32): 'd'}, {(32, 35): 'ao'}, {(35, 39): 'r'}, {(39, 45): 'k'}, {(45, 50): 'r'}, {(50, 56): 'ae'}, {(56, 62): 'sh'}, {(62, 68): 't'}, {(56, 64): 'sh'}, {(64, 69): 'ah'}, {(69, 77): 't'}]","[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0]"
2509,train/dr7/mclk0/si2290,ae m b ah g y uw ih t iy ah r ay z ih z hh w eh n dh ah p r ow n aw n ih t k ae r iy z ah t uw f ow l d r eh f er n s,hh eh m b ih y uw ih dh iy eh r ay z ah z w ah n ih p r ow n aw n ih k eh r ih z ah t uw f ao l r eh f r ih n s,"[{(5, 8): 'ae'}, {(8, 13): 'm'}, {(13, 16): 'b'}, {(16, 20): 'ah'}, {(20, 23): 'g'}, {(23, 26): 'y'}, {(26, 29): 'uw'}, {(29, 33): 'ih'}, {(33, 35): 't'}, {(35, 40): 'iy'}, {(43, 47): 'ah'}, {(47, 53): 'r'}, {(53, 56): 'ay'}, {(56, 60): 'z'}, {(60, 65): 'ih'}, {(65, 68): 'z'}, {(68, 70): 'hh'}, {(70, 72): 'w'}, {(72, 74): 'eh'}, {(74, 77): 'n'}, {(77, 78): 'dh'}, {(78, 79): 'ah'}, {(79, 82): 'p'}, {(82, 87): 'r'}, {(87, 92): 'ow'}, {(92, 95): 'n'}, {(95, 99): 'aw'}, {(99, 105): 'n'}, {(105, 112): 'ih'}, {(112, 121): 't'}, {(129, 132): 'k'}, {(132, 135): 'ae'}, {(135, 138): 'r'}, {(138, 141): 'iy'}, {(141, 145): 'z'}, {(145, 148): 'ah'}, {(148, 152): 't'}, {(152, 158): 'uw'}, {(158, 162): 'f'}, {(162, 166): 'ow'}, {(166, 170): 'l'}, {(170, 174): 'd'}, {(174, 178): 'r'}, {(178, 183): 'eh'}, {(183, 187): 'f'}, {(187, 190): 'er'}, {(190, 193): 'n'}, {(193, 197): 's'}]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1]"
